scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,,,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd,topleft,topleft,rightdown,rightdown,nose,nose,leftear,leftear,rightear,rightear,leftHip,leftHip,rightHip,rightHip,tailBase,tailBase,tailEnd,tailEnd
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1078.png,323.8034480629387,93.0399452142394,420.04405172113064,235.4447408710762,397.3531776878984,111.81859958656952,373.0974157903053,110.25371172220866,394.2234019591767,119.64303890837374,355.1012053501556,177.543889889725,380.1394111799291,180.67366561844665,365.2729764685011,193.19276853333344,402.83028521316135,226.05541368491117,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_1105.png,170.44443735557596,185.36832921152933,345.71187816399055,341.0746717154333,,,236.16972765873146,195.54010032987466,266.68504101376794,211.18897897348305,197.04753104971036,227.620301549272,254.94838203106158,251.876063446865,211.13152182895794,268.307386022654,331.627887384743,334.81512025798975,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_196.png,237.73461552309232,153.28812799213185,393.4409580269964,229.18518941363263,379.3569672477488,222.92563795618926,379.3569672477488,198.6698760585962,362.9256446719599,199.4523199907766,,,326.15077985948005,184.58588527934862,305.8072376227891,175.1965580931836,261.20793348850503,222.92563795618938,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_338.png,293.2881347079023,170.5018945001011,411.4371684671461,246.39895592160192,,,,,,,362.1432007397795,191.62788066897238,395.00584589135724,192.41032460115278,375.4447475868467,208.05920324476128,310.5019012158716,240.92184839633907,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_500.png,213.47885362549923,179.10877775408582,369.18519612940327,275.3493814122776,,,,,,,232.25750799782935,209.62409110912225,275.2919242677526,209.6240911091222,257.2957138276029,229.1851894136328,352.7538735536144,261.26539063302994,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_518.png,215.04374148986005,176.76144595754457,311.284345148052,274.5669374800972,,,,,,,258.0781577597833,193.9752124655138,282.3339196573764,221.36075009182852,250.25371843797907,220.57830615964812,261.99037742068543,269.8722738870148,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_583.png,229.9101762012881,60.95974399484203,316.761452673315,206.49431538040048,269.03237281030925,73.47884690972876,257.2957138276029,70.34907118100708,278.4216999964743,71.9139590453679,256.51326989542247,122.77281463709537,284.6812514539177,116.51326317965194,275.2919242677526,139.2041372128842,285.4636953860981,199.45231999077672,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_593.png,131.32224074655488,171.28433843228166,377.79207938338794,336.38000812235043,156.3604465763284,258.13561490430857,210.34907789677752,196.32254426205512,163.4024419659522,184.58588527934884,,,265.90259708158754,249.52873165032375,272.1621485390309,266.7424981582931,359.7958689432382,304.29980690295315,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_673.png,149.31845118670458,195.54010032987472,291.72324684354146,319.9486855465617,268.2499288781288,262.83027849739096,250.25371843797907,215.8836425665656,209.56663396459712,225.27296975273075,,,170.44443735557599,259.70050276866937,,,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_849.png,337.8874388421864,97.73460880732176,411.4371684671461,225.27296975273052,396.57073375571804,112.60104351874972,378.57452331556834,107.12393599348681,397.3531776878985,122.7728146370952,352.7538735536144,170.50189450010103,387.9638505017334,179.89122168626605,364.49053253632076,193.9752124655137,369.18519612940327,228.40274548145223,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_face_view_3_2022-08-10_15-39-01_951.png,285.4636953860981,136.0743614841625,415.3493881280482,233.09740907453474,294.0705786400828,152.5056840599514,311.284345148052,148.59346439904922,319.10878446985623,138.42169328070375,351.97142962143397,198.6698760585962,369.18519612940327,183.80344134716816,374.66230365466623,199.4523199907766,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1047.png,462.2960240588735,223.7080818883696,598.441268258267,316.03646588565925,496.72355707481216,306.64713869949435,516.2846553793227,249.52873165032346,481.8571223633841,246.3989559216018,577.3152820893955,273.78449354791644,536.6281976160136,227.62030154927166,560.8839595136067,229.96763334581286,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_1107.png,113.32603030640516,167.3721187713796,257.2957138276029,279.2616010731798,125.84513322129192,186.9332170758901,142.27645579708079,187.71566100807055,154.79555871196754,185.36832921152924,190.78797959226696,241.70429232851959,,,217.39107328640134,258.13561490430845,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_168.png,462.2960240588735,214.31875470220453,586.7046092755606,325.4257930718244,506.8953281931576,287.8684843271642,535.8457536838332,247.1813998537822,492.0288934817296,245.6165119894214,572.620618496313,258.9180588364885,,,,,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_321.png,108.63136671332265,172.0667823644621,290.94080291136106,276.1318253444581,121.15046962820938,190.0629928046118,150.100895118885,186.1507731437097,,,187.65820386354528,238.57451659979793,,,206.4368582358754,250.31117558250426,275.2919242677526,261.26539063303005,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_378.png,121.9329135603898,202.5820957194986,305.02479369060865,292.56314792024693,139.1466800683591,252.65850737904557,134.45201647527654,233.0974090745351,,,202.52463857497327,230.7500772779938,,,230.69262013346847,237.79207266761762,287.8110271826393,290.21581612370585,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_508.png,131.32224074655485,198.66987605859651,307.37212548714984,298.82269937769047,153.23067084760666,258.918058836489,146.9711193901633,237.00962873543722,,,208.78419003241666,226.8378576170917,,,235.387283726551,241.70429232851967,287.8110271826393,292.5631479202471,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_510.png,245.55905484489648,227.62030154927209,475.5975709059406,335.5975641901702,272.94459247121125,312.12424622475766,316.7614526733149,258.1356149043085,300.330130097526,249.5287316503239,416.91427599240893,273.7844935479169,,,,,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_565.png,145.40623152580244,212.75386683784416,436.4753742969195,330.1204566649073,167.31466162685427,283.17382073408214,193.1353113888082,256.57072703994777,193.1353113888082,235.44474087107636,309.7194572836911,273.00204961573655,,,345.71187816399055,278.47915714099946,400.4829534166201,268.30738602265393,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_569.png,204.87197037151455,208.05920324476153,341.017214570908,298.82269937769047,228.3452883369272,260.4829467008498,239.29950338745311,240.92184839633927,,,268.24992887812874,261.2653906330302,323.0210041307583,251.0936195146847,312.8492330124128,276.91426927663866,215.04374148986003,222.14319402400918,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_704.png,147.75356332234372,101.64682846822416,287.8110271826393,277.69671320881906,256.5132698954224,107.12393599348707,237.73461552309226,124.33770250145636,267.4674849459483,129.03236609453887,223.65062474384467,217.4485304309266,261.9903774206854,228.40274548145248,233.03995193000975,234.6622969388959,165.74977376249342,279.26160107318003,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_773.png,98.45959559497713,66.4368515201052,229.91017620128804,280.82648893754083,,,,,,,127.41002108565276,150.15835226341034,161.05511016941088,150.15835226341034,150.8833390510654,173.631670228823,189.22309172790608,265.1776102939324,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_side_view_4_2022-08-10_15-39-03_91.png,139.9291240005395,202.58209571949862,300.330130097526,326.9906809361857,219.73840508294256,311.3418022925773,238.5170594552727,249.5287316503239,190.78797959226694,247.1813998537827,222.86818081166425,221.36075009182872,177.48643274519975,226.8378576170917,196.2650871175299,213.5363107700245,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_1029.png,409.87228060278517,137.63924934852344,582.009945682478,329.3380127327268,442.7349257543629,312.1242462247576,477.16245877030144,319.94868554656176,463.86091192323426,289.43337219152534,540.5404172769156,290.2158161237057,508.4602160575183,265.9600542261126,545.2350808699982,256.57072703994754,530.3686461585702,149.37590833122965,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_1081.png,174.35665701647807,104.77660419694581,307.37212548714984,308.21202656385555,210.3490778967775,109.47126779002832,197.0475310497103,112.60104351875003,217.39107328640128,111.81859958656963,196.2650871175299,179.10877775408596,243.99416698053562,170.5018945001013,225.2155126082055,201.01720785513777,274.5094803355721,301.1700311742318,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_114.png,451.3418090083475,182.23855348280745,610.9603711731537,352.81133069813944,567.9259549032304,344.2044474441548,578.8801699537563,299.60514330987075,539.7579733447352,303.51736297077287,500.6357767357141,309.7769144282163,528.8037582942093,298.82269937769036,519.4144311080443,289.4333721915253,496.723557074812,200.23476392295714,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_166.png,432.5631546360174,199.45231999077674,553.8419641239828,342.63955957979397,468.5555755163168,340.29222778325277,484.20445415992526,323.0784612752835,455.25402866924964,319.16624161438136,522.544206836766,290.99826005588613,492.8113374139099,261.2653906330301,531.1510900907506,264.39516636175176,502.9831085322554,212.75386683784387,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_320.png,15.520538783852377,132.1621418232607,252.6010502345203,289.43337219152545,47.6007400032497,157.2003476530342,47.6007400032497,183.02099741498813,71.85650190084277,150.1583522634104,115.67336210294643,239.35696053197853,145.40623152580244,208.84164717694205,161.05511016941088,232.31496514235465,234.60483979437058,269.08982995483495,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_344.png,168.87954949121513,105.55904812912658,341.79965850308844,236.22718480325736,,,189.22309172790608,146.2461326025086,188.44064779572568,121.99037070491548,245.55905484489648,154.85301585649296,250.25371843797905,118.86059497619351,270.59726067467,148.59346439904954,315.9790087411345,229.9676333458131,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_478.png,16.302982716032805,234.66229693889602,239.29950338745311,336.38000812235066,,,40.55874461362589,293.3455918524277,36.64652495272378,255.00583917558697,134.45201647527657,298.04025544551007,135.234460407457,255.00583917558689,155.57800264414797,272.2196056835562,221.30329294730342,247.963843785963,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_533.png,4.566323733326474,186.93321707589027,172.00932521993684,308.2120265638556,,,19.432758444754487,251.87606344686534,26.474753834378287,210.40653504130293,97.6771516627967,262.0478345652108,93.76493200189459,203.36453965167905,121.93291356038979,230.75007727799382,165.74977376249345,243.26918019288055,,,,,,,,,,,,,,,,,,
